date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2013-08-15,Southern Region,Zomba City,Zomba,-15.383333,35.333333,pulses and nuts,Beans,KG,actual,Retail,MWK,403.78,0.3932
2013-08-15,Southern Region,Zomba City,Zomba,-15.383333,35.333333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,450.0,0.4382
2013-09-15,Central Region,Dedza,Bembeke turn off,-14.395319,34.394592,cereals and tubers,Cassava,KG,actual,Retail,MWK,84.48,0.0823
2013-09-15,Central Region,Dedza,Bembeke turn off,-14.395319,34.394592,cereals and tubers,Maize,KG,actual,Retail,MWK,100.73,0.0981
2013-09-15,Central Region,Dedza,Bembeke turn off,-14.395319,34.394592,cereals and tubers,Rice,KG,actual,Retail,MWK,361.6,0.3521
2013-09-15,Central Region,Dedza,Bembeke turn off,-14.395319,34.394592,pulses and nuts,Beans,KG,actual,Retail,MWK,364.17,0.3546
2013-09-15,Central Region,Dedza,Bembeke turn off,-14.395319,34.394592,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,374.0,0.3642
2013-09-15,Central Region,Dedza,Mtakataka,-14.233333,34.516667,cereals and tubers,Cassava,KG,actual,Retail,MWK,75.26,0.0733
2013-09-15,Central Region,Dedza,Mtakataka,-14.233333,34.516667,cereals and tubers,Maize,KG,actual,Retail,MWK,133.14,0.1297
2013-09-15,Central Region,Dedza,Mtakataka,-14.233333,34.516667,cereals and tubers,Rice,KG,actual,Retail,MWK,293.45,0.2858
2013-09-15,Central Region,Dedza,Mtakataka,-14.233333,34.516667,pulses and nuts,Beans,KG,actual,Retail,MWK,376.89,0.367
2013-09-15,Central Region,Dedza,Thete,-14.3,34.083333,cereals and tubers,Cassava,KG,actual,Retail,MWK,82.7,0.0805
2013-09-15,Central Region,Dedza,Thete,-14.3,34.083333,cereals and tubers,Maize,KG,actual,Retail,MWK,106.67,0.1039
2013-09-15,Central Region,Dedza,Thete,-14.3,34.083333,cereals and tubers,Rice,KG,actual,Retail,MWK,354.17,0.3449
2013-09-15,Central Region,Dedza,Thete,-14.3,34.083333,pulses and nuts,Beans,KG,actual,Retail,MWK,374.67,0.3649
2013-09-15,Central Region,Dedza,Thete,-14.3,34.083333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,292.5,0.2848
2013-09-15,Central Region,Dowa,Dowa,-13.683333,33.983333,cereals and tubers,Cassava,KG,actual,Retail,MWK,115.34,0.1123
2013-09-15,Central Region,Dowa,Dowa,-13.683333,33.983333,cereals and tubers,Maize,KG,actual,Retail,MWK,95.25,0.0928
2013-09-15,Central Region,Dowa,Dowa,-13.683333,33.983333,cereals and tubers,Rice,KG,actual,Retail,MWK,350.63,0.3414
2013-09-15,Central Region,Dowa,Dowa,-13.683333,33.983333,pulses and nuts,Beans,KG,actual,Retail,MWK,350.0,0.3408
2013-09-15,Central Region,Dowa,Dowa,-13.683333,33.983333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,380.5,0.3705
2013-09-15,Central Region,Dowa,Mponela,-13.516667,33.716667,cereals and tubers,Cassava,KG,actual,Retail,MWK,128.91,0.1255
2013-09-15,Central Region,Dowa,Mponela,-13.516667,33.716667,cereals and tubers,Maize,KG,actual,Retail,MWK,97.01,0.0945
2013-09-15,Central Region,Dowa,Mponela,-13.516667,33.716667,cereals and tubers,Rice,KG,actual,Retail,MWK,321.11,0.3127
2013-09-15,Central Region,Dowa,Mponela,-13.516667,33.716667,pulses and nuts,Beans,KG,actual,Retail,MWK,280.0,0.2727
2013-09-15,Central Region,Dowa,Mponela,-13.516667,33.716667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,250.0,0.2435
2013-09-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,cereals and tubers,Cassava,KG,actual,Retail,MWK,286.44,0.2789
2013-09-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,cereals and tubers,Maize,KG,actual,Retail,MWK,113.03,0.1101
2013-09-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,cereals and tubers,Rice,KG,actual,Retail,MWK,394.58,0.3842
2013-09-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,pulses and nuts,Beans,KG,actual,Retail,MWK,387.22,0.3771
2013-09-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,351.3,0.3421
2013-09-15,Central Region,Kasungu,Kasiya,-12.8,33.716667,cereals and tubers,Cassava,KG,actual,Retail,MWK,72.79,0.0709
2013-09-15,Central Region,Kasungu,Kasiya,-12.8,33.716667,cereals and tubers,Maize,KG,actual,Retail,MWK,83.78,0.0816
2013-09-15,Central Region,Kasungu,Kasiya,-12.8,33.716667,cereals and tubers,Rice,KG,actual,Retail,MWK,400.0,0.3895
2013-09-15,Central Region,Kasungu,Kasiya,-12.8,33.716667,pulses and nuts,Beans,KG,actual,Retail,MWK,383.36,0.3733
2013-09-15,Central Region,Kasungu,Kasiya,-12.8,33.716667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,233.9,0.2278
2013-09-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,cereals and tubers,Cassava,KG,actual,Retail,MWK,98.21,0.0956
2013-09-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,cereals and tubers,Maize,KG,actual,Retail,MWK,101.67,0.099
2013-09-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,cereals and tubers,Rice,KG,actual,Retail,MWK,333.33,0.3246
2013-09-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,pulses and nuts,Beans,KG,actual,Retail,MWK,350.0,0.3408
2013-09-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,350.0,0.3408
2013-09-15,Central Region,Kasungu,Nkhamenya,-12.566667,33.516667,cereals and tubers,Cassava,KG,actual,Retail,MWK,75.36,0.0734
2013-09-15,Central Region,Kasungu,Nkhamenya,-12.566667,33.516667,cereals and tubers,Maize,KG,actual,Retail,MWK,96.01,0.0935
2013-09-15,Central Region,Kasungu,Nkhamenya,-12.566667,33.516667,cereals and tubers,Rice,KG,actual,Retail,MWK,300.0,0.2921
2013-09-15,Central Region,Kasungu,Nkhamenya,-12.566667,33.516667,pulses and nuts,Beans,KG,actual,Retail,MWK,566.22,0.5514
2013-09-15,Central Region,Kasungu,Nkhoma,-12.716667,33.4,cereals and tubers,Cassava,KG,actual,Retail,MWK,60.13,0.0586
2013-09-15,Central Region,Kasungu,Nkhoma,-12.716667,33.4,cereals and tubers,Maize,KG,actual,Retail,MWK,96.78,0.0942
2013-09-15,Central Region,Kasungu,Nkhoma,-12.716667,33.4,cereals and tubers,Rice,KG,actual,Retail,MWK,326.92,0.3184
2013-09-15,Central Region,Kasungu,Nkhoma,-12.716667,33.4,pulses and nuts,Beans,KG,actual,Retail,MWK,276.37,0.2691
2013-09-15,Central Region,Kasungu,Nkhoma,-12.716667,33.4,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,259.41,0.2526
2013-09-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,cereals and tubers,Cassava,KG,actual,Retail,MWK,93.78,0.0913
2013-09-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,cereals and tubers,Maize,KG,actual,Retail,MWK,118.57,0.1155
2013-09-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,cereals and tubers,Rice,KG,actual,Retail,MWK,358.95,0.3495
2013-09-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,pulses and nuts,Beans,KG,actual,Retail,MWK,315.78,0.3075
2013-09-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,261.8,0.2549
2013-09-15,Central Region,Lilongwe,Nanjiri,-14.07154,33.8371,cereals and tubers,Cassava,KG,actual,Retail,MWK,147.86,0.144
2013-09-15,Central Region,Lilongwe,Nanjiri,-14.07154,33.8371,cereals and tubers,Maize,KG,actual,Retail,MWK,110.63,0.1077
2013-09-15,Central Region,Lilongwe,Nanjiri,-14.07154,33.8371,cereals and tubers,Rice,KG,actual,Retail,MWK,363.33,0.3538
2013-09-15,Central Region,Lilongwe,Nanjiri,-14.07154,33.8371,pulses and nuts,Beans,KG,actual,Retail,MWK,310.07,0.3019
2013-09-15,Central Region,Lilongwe,Nanjiri,-14.07154,33.8371,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,291.84,0.2842
2013-09-15,Central Region,Lilongwe,Santhe,-13.933333,33.433333,cereals and tubers,Cassava,KG,actual,Retail,MWK,89.86,0.0875
2013-09-15,Central Region,Lilongwe,Santhe,-13.933333,33.433333,cereals and tubers,Maize,KG,actual,Retail,MWK,97.8,0.0952
2013-09-15,Central Region,Lilongwe,Santhe,-13.933333,33.433333,cereals and tubers,Rice,KG,actual,Retail,MWK,332.61,0.3239
2013-09-15,Central Region,Lilongwe,Santhe,-13.933333,33.433333,pulses and nuts,Beans,KG,actual,Retail,MWK,302.86,0.2949
2013-09-15,Central Region,Lilongwe,Santhe,-13.933333,33.433333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,263.77,0.2569
2013-09-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,cereals and tubers,Maize,KG,actual,Retail,MWK,136.67,0.1331
2013-09-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,cereals and tubers,Rice,KG,actual,Retail,MWK,433.34,0.422
2013-09-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,pulses and nuts,Beans,KG,actual,Retail,MWK,418.86,0.4079
2013-09-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,480.45,0.4679
2013-09-15,Central Region,Mchinji,Mchinji,-13.8,32.9,cereals and tubers,Maize,KG,actual,Retail,MWK,105.02,0.1023
2013-09-15,Central Region,Mchinji,Mchinji,-13.8,32.9,cereals and tubers,Rice,KG,actual,Retail,MWK,366.39,0.3568
2013-09-15,Central Region,Mchinji,Mchinji,-13.8,32.9,pulses and nuts,Beans,KG,actual,Retail,MWK,394.87,0.3845
2013-09-15,Central Region,Mchinji,Mchinji,-13.8,32.9,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,349.57,0.3404
2013-09-15,Central Region,Nkhotakota,Dwangwa,-12.566667,34.15,cereals and tubers,Cassava,KG,actual,Retail,MWK,81.28,0.0792
2013-09-15,Central Region,Nkhotakota,Dwangwa,-12.566667,34.15,cereals and tubers,Maize,KG,actual,Retail,MWK,151.84,0.1479
2013-09-15,Central Region,Nkhotakota,Dwangwa,-12.566667,34.15,cereals and tubers,Rice,KG,actual,Retail,MWK,322.95,0.3145
2013-09-15,Central Region,Nkhotakota,Dwangwa,-12.566667,34.15,pulses and nuts,Beans,KG,actual,Retail,MWK,506.84,0.4936
2013-09-15,Central Region,Nkhotakota,Dwangwa,-12.566667,34.15,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,530.23,0.5163
2013-09-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,cereals and tubers,Cassava,KG,actual,Retail,MWK,102.13,0.0995
2013-09-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,cereals and tubers,Rice,KG,actual,Retail,MWK,350.0,0.3408
2013-09-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,pulses and nuts,Beans,KG,actual,Retail,MWK,357.12,0.3478
2013-09-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,cereals and tubers,Cassava,KG,actual,Retail,MWK,139.08,0.1354
2013-09-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,cereals and tubers,Maize,KG,actual,Retail,MWK,135.76,0.1322
2013-09-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,cereals and tubers,Rice,KG,actual,Retail,MWK,300.0,0.2921
2013-09-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,pulses and nuts,Beans,KG,actual,Retail,MWK,500.0,0.4869
2013-09-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,600.0,0.5843
2013-09-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,cereals and tubers,Cassava,KG,actual,Retail,MWK,113.41,0.1104
2013-09-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,cereals and tubers,Maize,KG,actual,Retail,MWK,107.95,0.1051
2013-09-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,cereals and tubers,Rice,KG,actual,Retail,MWK,357.78,0.3484
2013-09-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,pulses and nuts,Beans,KG,actual,Retail,MWK,293.02,0.2853
2013-09-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,297.93,0.2901
2013-09-15,Central Region,Ntcheu,Lizulu,-14.516667,34.466667,cereals and tubers,Cassava,KG,actual,Retail,MWK,122.28,0.1191
2013-09-15,Central Region,Ntcheu,Lizulu,-14.516667,34.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,106.33,0.1035
2013-09-15,Central Region,Ntcheu,Lizulu,-14.516667,34.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,339.08,0.3302
2013-09-15,Central Region,Ntcheu,Lizulu,-14.516667,34.466667,pulses and nuts,Beans,KG,actual,Retail,MWK,340.72,0.3318
2013-09-15,Central Region,Ntcheu,Lizulu,-14.516667,34.466667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,274.08,0.2669
2013-09-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,cereals and tubers,Cassava,KG,actual,Retail,MWK,129.45,0.1261
2013-09-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,cereals and tubers,Maize,KG,actual,Retail,MWK,114.58,0.1116
2013-09-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,cereals and tubers,Rice,KG,actual,Retail,MWK,400.0,0.3895
2013-09-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Beans,KG,actual,Retail,MWK,419.71,0.4087
2013-09-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,479.85,0.4673
2013-09-15,Central Region,Ntcheu,Ntonda,-14.983333,34.75,cereals and tubers,Cassava,KG,actual,Retail,MWK,176.75,0.1721
2013-09-15,Central Region,Ntcheu,Ntonda,-14.983333,34.75,cereals and tubers,Maize,KG,actual,Retail,MWK,156.67,0.1526
2013-09-15,Central Region,Ntcheu,Ntonda,-14.983333,34.75,cereals and tubers,Rice,KG,actual,Retail,MWK,340.0,0.3311
2013-09-15,Central Region,Ntcheu,Ntonda,-14.983333,34.75,pulses and nuts,Beans,KG,actual,Retail,MWK,462.88,0.4508
2013-09-15,Central Region,Ntcheu,Ntonda,-14.983333,34.75,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,550.0,0.5356
2013-09-15,Central Region,Ntcheu,Sharpevaley,-14.616667,34.733333,cereals and tubers,Cassava,KG,actual,Retail,MWK,122.07,0.1189
2013-09-15,Central Region,Ntcheu,Sharpevaley,-14.616667,34.733333,cereals and tubers,Maize,KG,actual,Retail,MWK,124.44,0.1212
2013-09-15,Central Region,Ntcheu,Sharpevaley,-14.616667,34.733333,cereals and tubers,Rice,KG,actual,Retail,MWK,354.55,0.3453
2013-09-15,Central Region,Ntcheu,Sharpevaley,-14.616667,34.733333,pulses and nuts,Beans,KG,actual,Retail,MWK,330.19,0.3215
2013-09-15,Central Region,Ntcheu,Sharpevaley,-14.616667,34.733333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,295.78,0.288
2013-09-15,Central Region,Ntcheu,Tsangano turn off,-14.816667,34.633333,cereals and tubers,Maize,KG,actual,Retail,MWK,98.27,0.0957
2013-09-15,Central Region,Ntcheu,Tsangano turn off,-14.816667,34.633333,cereals and tubers,Rice,KG,actual,Retail,MWK,380.82,0.3708
2013-09-15,Central Region,Ntcheu,Tsangano turn off,-14.816667,34.633333,pulses and nuts,Beans,KG,actual,Retail,MWK,305.08,0.2971
2013-09-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,cereals and tubers,Cassava,KG,actual,Retail,MWK,102.43,0.0997
2013-09-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,cereals and tubers,Maize,KG,actual,Retail,MWK,132.11,0.1286
2013-09-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,cereals and tubers,Rice,KG,actual,Retail,MWK,350.0,0.3408
2013-09-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,pulses and nuts,Beans,KG,actual,Retail,MWK,288.18,0.2806
2013-09-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,298.54,0.2907
2013-09-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,cereals and tubers,Cassava,KG,actual,Retail,MWK,73.4,0.0715
2013-09-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,cereals and tubers,Maize,KG,actual,Retail,MWK,107.05,0.1042
2013-09-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,cereals and tubers,Rice,KG,actual,Retail,MWK,295.45,0.2877
2013-09-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,pulses and nuts,Beans,KG,actual,Retail,MWK,288.25,0.2807
2013-09-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,262.51,0.2556
2013-09-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Cassava,KG,actual,Retail,MWK,98.45,0.0959
2013-09-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Maize,KG,actual,Retail,MWK,110.17,0.1073
2013-09-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Rice,KG,actual,Retail,MWK,330.1,0.3215
2013-09-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Beans,KG,actual,Retail,MWK,385.7,0.3756
2013-09-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,361.03,0.3516
2013-09-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,cereals and tubers,Cassava,KG,actual,Retail,MWK,124.8,0.1215
2013-09-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,cereals and tubers,Maize,KG,actual,Retail,MWK,106.76,0.104
2013-09-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,cereals and tubers,Rice,KG,actual,Retail,MWK,287.8,0.2803
2013-09-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,pulses and nuts,Beans,KG,actual,Retail,MWK,262.97,0.2561
2013-09-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,277.11,0.2699
2013-09-15,Northern Region,Chitipa,Misuku,-9.666667,33.516667,cereals and tubers,Cassava,KG,actual,Retail,MWK,104.01,0.1013
2013-09-15,Northern Region,Chitipa,Misuku,-9.666667,33.516667,cereals and tubers,Maize,KG,actual,Retail,MWK,79.84,0.0777
2013-09-15,Northern Region,Chitipa,Misuku,-9.666667,33.516667,cereals and tubers,Rice,KG,actual,Retail,MWK,283.9,0.2765
2013-09-15,Northern Region,Chitipa,Misuku,-9.666667,33.516667,pulses and nuts,Beans,KG,actual,Retail,MWK,259.31,0.2525
2013-09-15,Northern Region,Chitipa,Misuku,-9.666667,33.516667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,315.6,0.3073
2013-09-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,cereals and tubers,Maize,KG,actual,Retail,MWK,93.68,0.0912
2013-09-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,cereals and tubers,Rice,KG,actual,Retail,MWK,397.54,0.3871
2013-09-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,pulses and nuts,Beans,KG,actual,Retail,MWK,336.86,0.328
2013-09-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,324.26,0.3158
2013-09-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,cereals and tubers,Cassava,KG,actual,Retail,MWK,49.53,0.0482
2013-09-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,cereals and tubers,Maize,KG,actual,Retail,MWK,119.27,0.1161
2013-09-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,cereals and tubers,Rice,KG,actual,Retail,MWK,381.71,0.3717
2013-09-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Beans,KG,actual,Retail,MWK,397.33,0.3869
2013-09-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,377.56,0.3677
2013-09-15,Northern Region,Mzimba,Chilumba,-11.1,33.683333,cereals and tubers,Cassava,KG,actual,Retail,MWK,48.13,0.0469
2013-09-15,Northern Region,Mzimba,Chilumba,-11.1,33.683333,cereals and tubers,Maize,KG,actual,Retail,MWK,132.48,0.129
2013-09-15,Northern Region,Mzimba,Chilumba,-11.1,33.683333,cereals and tubers,Rice,KG,actual,Retail,MWK,284.2,0.2768
2013-09-15,Northern Region,Mzimba,Chilumba,-11.1,33.683333,pulses and nuts,Beans,KG,actual,Retail,MWK,279.44,0.2721
2013-09-15,Northern Region,Mzimba,Chilumba,-11.1,33.683333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,282.65,0.2752
2013-09-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,103.33,0.1006
2013-09-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,500.33,0.4872
2013-09-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,pulses and nuts,Beans,KG,actual,Retail,MWK,281.1,0.2737
2013-09-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,244.26,0.2379
2013-09-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,cereals and tubers,Cassava,KG,actual,Retail,MWK,108.27,0.1054
2013-09-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,94.09,0.0916
2013-09-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,390.26,0.38
2013-09-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,pulses and nuts,Beans,KG,actual,Retail,MWK,342.23,0.3333
2013-09-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,319.38,0.311
2013-09-15,Northern Region,Mzimba,Jenda,-12.35,33.55,cereals and tubers,Cassava,KG,actual,Retail,MWK,130.91,0.1275
2013-09-15,Northern Region,Mzimba,Jenda,-12.35,33.55,cereals and tubers,Maize,KG,actual,Retail,MWK,109.67,0.1068
2013-09-15,Northern Region,Mzimba,Jenda,-12.35,33.55,cereals and tubers,Rice,KG,actual,Retail,MWK,300.72,0.2928
2013-09-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Beans,KG,actual,Retail,MWK,301.86,0.294
2013-09-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,300.17,0.2923
2013-09-15,Northern Region,Mzimba,Mzimba,-11.9,33.6,cereals and tubers,Maize,KG,actual,Retail,MWK,129.35,0.126
2013-09-15,Northern Region,Mzimba,Mzimba,-11.9,33.6,cereals and tubers,Rice,KG,actual,Retail,MWK,492.88,0.48
2013-09-15,Northern Region,Mzimba,Mzimba,-11.9,33.6,pulses and nuts,Beans,KG,actual,Retail,MWK,501.18,0.4881
2013-09-15,Northern Region,Mzimba,Mzimba,-11.9,33.6,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,435.45,0.424
2013-09-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Cassava,KG,actual,Retail,MWK,103.28,0.1006
2013-09-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Maize,KG,actual,Retail,MWK,131.78,0.1283
2013-09-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Rice,KG,actual,Retail,MWK,359.52,0.3501
2013-09-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Beans,KG,actual,Retail,MWK,410.67,0.3999
2013-09-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,483.63,0.471
2013-09-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,cereals and tubers,Cassava,KG,actual,Retail,MWK,106.65,0.1039
2013-09-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,cereals and tubers,Maize,KG,actual,Retail,MWK,127.52,0.1242
2013-09-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,cereals and tubers,Rice,KG,actual,Retail,MWK,478.66,0.4661
2013-09-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,pulses and nuts,Beans,KG,actual,Retail,MWK,495.12,0.4822
2013-09-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,396.52,0.3861
2013-09-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,cereals and tubers,Cassava,KG,actual,Retail,MWK,97.5,0.0949
2013-09-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,cereals and tubers,Maize,KG,actual,Retail,MWK,120.0,0.1169
2013-09-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,cereals and tubers,Rice,KG,actual,Retail,MWK,297.84,0.29
2013-09-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,pulses and nuts,Beans,KG,actual,Retail,MWK,286.25,0.2788
2013-09-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,282.72,0.2753
2013-09-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Cassava,KG,actual,Retail,MWK,70.99,0.0691
2013-09-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Maize,KG,actual,Retail,MWK,128.0,0.1246
2013-09-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Rice,KG,actual,Retail,MWK,295.91,0.2882
2013-09-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,pulses and nuts,Beans,KG,actual,Retail,MWK,294.61,0.2869
2013-09-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,275.1,0.2679
2013-09-15,Northern Region,Rumphi,Rumphi,-11.016667,33.866667,cereals and tubers,Cassava,KG,actual,Retail,MWK,161.47,0.1572
