date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
1990-10-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,1.9,0.0019
1990-10-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,1.22,0.0012
1991-08-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,2.0,0.0019
1991-08-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,1.22,0.0012
1992-06-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,2.58,0.0025
1992-06-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,1.6,0.0016
1992-12-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,2.78,0.0027
1992-12-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,1.6,0.0016
1993-07-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,2.91,0.0028
1993-07-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,1.72,0.0017
1994-02-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,3.32,0.0032
1994-02-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,2.12,0.0021
1994-04-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,3.4,0.0033
1994-04-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,2.12,0.0021
1994-04-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,3.6,0.0035
1994-10-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,3.4,0.0033
1994-10-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,2.1,0.002
1994-10-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,6.0,0.0058
1995-01-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,6.3,0.0061
1995-01-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,4.85,0.0047
1995-01-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,7.65,0.0074
1995-03-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,6.68,0.0065
1995-03-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,5.14,0.005
1995-03-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,8.04,0.0078
1995-07-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,8.4,0.0082
1995-07-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,7.54,0.0073
1995-07-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,10.0,0.0097
1995-12-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,8.4,0.0082
1995-12-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,7.54,0.0073
1995-12-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,10.0,0.0097
1996-07-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,8.4,0.0082
1996-07-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,7.54,0.0073
1996-07-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,10.0,0.0097
1998-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1500.0,2.6367
1998-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3000.0,5.2734
1998-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1500.0,2.6367
1998-02-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,11.0,0.0107
1998-02-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,7.0,0.0068
1998-02-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,13.0,0.0127
1998-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1551.0,2.7264
1998-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1602.0,2.816
1998-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3200.0,5.625
1998-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1333.0,2.3432
1998-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1666.0,2.9285
1998-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1500.0,2.6367
1998-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1530.0,2.6894
1998-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3200.0,5.625
1998-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1525.0,2.6807
1998-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3625.0,6.372
1998-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1550.0,2.7246
1998-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4250.0,7.4707
1998-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1527.0,2.6842
1998-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4400.0,7.7343
1998-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1441.0,2.533
1998-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3950.0,6.9433
1998-10-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,19.5,0.019
1998-10-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,11.0,0.0107
1998-10-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,22.0,0.0214
1998-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1500.0,2.6367
1998-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3450.0,6.0644
1998-11-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,19.5,0.019
1998-11-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,11.0,0.0107
1998-11-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,22.0,0.0214
1998-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1600.0,2.8125
1998-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
1998-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1583.0,2.7826
1998-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
1999-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1700.0,2.9883
1999-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3425.0,6.0205
1999-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1675.0,2.9443
1999-02-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,20.0,0.0195
1999-02-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,12.0,0.0117
1999-02-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,22.5,0.0219
1999-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1533.0,2.6947
1999-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
1999-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1800.0,3.1641
1999-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1700.0,2.9883
1999-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
1999-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2200.0,3.8672
1999-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
1999-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2725.0,4.79
1999-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3425.0,6.0205
1999-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2500.0,4.3945
1999-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3233.0,5.683
1999-07-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,22.5,0.0219
1999-07-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,12.0,0.0117
1999-07-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,25.95,0.0253
1999-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2125.0,3.7353
1999-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3625.0,6.372
1999-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1568.0,2.7562
1999-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3620.0,6.3633
1999-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1109.0,1.9494
1999-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3650.0,6.416
1999-10-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,26.0,0.0253
1999-10-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,14.0,0.0136
1999-10-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,30.5,0.0297
1999-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1075.0,1.8896
1999-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3800.0,6.6797
1999-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1300.0,2.2851
1999-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3767.0,6.6217
1999-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1280.0,2.25
1999-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3600.0,6.3281
2000-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1162.0,2.0426
2000-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3460.0,6.082
2000-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1300.0,2.2851
2000-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
2000-03-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,27.0,0.0263
2000-03-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,15.21,0.0148
2000-03-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,32.66,0.0318
2000-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1300.0,2.2851
2000-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500.0,6.1523
2000-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1570.0,2.7598
2000-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3700.0,6.5039
2000-05-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,27.0,0.0263
2000-05-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,15.2,0.0148
2000-05-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,36.0,0.0351
2000-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1610.0,2.8301
2000-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000.0,7.0312
2000-06-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,31.8,0.031
2000-06-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,21.2,0.0206
2000-06-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,42.5,0.0414
2000-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1688.0,2.9672
2000-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4667.0,8.2037
2000-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1483.0,2.6068
2000-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4200.0,7.3828
2000-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1163.0,2.0443
2000-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000.0,7.0312
2000-09-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,43.0,0.0419
2000-09-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,33.0,0.0321
2000-09-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,48.0,0.0467
2000-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,863.0,1.517
2000-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3700.0,6.5039
2000-10-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,54.5,0.0531
2000-10-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,45.5,0.0443
2000-10-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,55.0,0.0536
2000-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,806.0,1.4168
2000-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3540.0,6.2226
2000-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1386.0,2.4363
2000-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,891.0,1.5662
2000-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3700.0,6.5039
2000-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1750.0,3.0762
2000-12-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,52.0,0.0506
2000-12-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,43.5,0.0424
2000-12-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,51.5,0.0502
2000-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,830.0,1.459
2000-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3800.0,6.6797
2000-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2000.0,3.5156
2001-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1000.0,1.7578
2001-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000.0,7.0312
2001-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1500.0,2.6367
2001-02-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,45.6,0.0444
2001-02-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,37.5,0.0365
2001-02-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,49.8,0.0485
2001-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1433.0,2.5189
2001-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4375.0,7.6904
2001-02-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1330.0,2.3379
2001-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1858.0,3.266
2001-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4500.0,7.9101
2001-03-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1800.0,3.1641
2001-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1893.0,3.3275
2001-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5075.0,8.9209
2001-04-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1800.0,3.1641
2001-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2140.0,3.7617
2001-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5500.0,9.6679
2001-05-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1900.0,3.3398
2001-06-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,44.4,0.0432
2001-06-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,36.2,0.0353
2001-06-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,54.3,0.0529
2001-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2103.0,3.6967
2001-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5250.0,9.2285
2001-06-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2043.0,3.5912
2001-07-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,44.9,0.0437
2001-07-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,36.2,0.0353
2001-07-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,52.5,0.0511
2001-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2210.0,3.8848
2001-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5625.0,9.8877
2001-07-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2420.0,4.2539
2001-08-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,43.9,0.0428
2001-08-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,35.0,0.0341
2001-08-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,50.0,0.0487
2001-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1875.0,3.2959
2001-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5500.0,9.6679
2001-08-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3000.0,5.2734
2001-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1667.0,2.9303
2001-09-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5500.0,9.6679
2001-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1999.0,3.5139
2001-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,6333.0,11.1322
2001-10-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3110.0,5.4668
2001-11-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,43.9,0.0428
2001-11-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,33.0,0.0321
2001-11-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,48.0,0.0467
2001-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2043.0,3.5912
2001-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,7000.0,12.3046
2001-11-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3300.0,5.8008
2001-12-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,41.2,0.0401
2001-12-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,31.4,0.0306
2001-12-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,46.1,0.0449
2001-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1667.0,2.9303
2001-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000.0,7.0312
2001-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2974.0,5.2277
2002-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1657.0,2.9127
2002-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5667.0,9.9615
2002-01-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2547.0,4.4771
2002-02-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,42.6,0.0415
2002-02-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,31.4,0.0306
2002-02-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,47.7,0.0465
